has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,48,1,0,0,210,0,1,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,https://saintleo.ukit.me/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://cloudflare-ipfs.com/ipfs/bafkreibi24si3nghkv7qk4zpwkf4wobcbmjmv5htdk3rfeblugflnkq2xi?#info@mup.cz,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,48,1,0,0,210,0,1,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,https://attnewestmailersever.urest.org/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,48,1,0,0,210,0,1,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,https://floridaiinternationaluniversity.ukit.me/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,48,1,0,0,210,0,1,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,https://gouvacad.ukit.me/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,2,0,0,8,0,27,12,0,1,0,366,0,5,2,49,0,0,1,0,0,1,7,0,0,0,0,12,0,https://telstramailserverr.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,0,12,0,23,17,0,1,0,324,0,3,2,31,0,0,1,0,0,1,7,0,0,0,0,8,0,https://nouveauprogramme.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,10,0,1,12,0,25,4,0,1,0,570,0,15,3,59,0,0,1,0,0,1,8,0,0,0,0,12,1,https://kellytractor.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,7,2,0,0,0,0,1,10,0,28,4,0,0,0,351,0,6,3,57,0,0,1,1,0,1,8,0,0,0,0,8,1,https://servicemailer459898567.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,2,0,0,3,0,1,8,0,30,10,0,0,0,433,0,7,2,64,0,0,1,0,0,1,7,0,0,0,0,10,1,https://mxjsdn.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,13,1,0,0,2,0,0,14,0,25,24,0,1,0,1970,0,8,3,73,0,0,1,0,1,1,8,0,0,0,0,17,0,https://00007771011.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,9,1,0,0,0,0,0,7,0,24,4,0,1,0,671,0,3,2,41,0,0,1,0,0,1,7,0,0,0,0,15,0,https://unitecuniversidadtecnologicade-mexico.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,9,1,0,0,0,0,0,8,0,23,4,0,1,0,556,0,5,2,51,0,0,1,0,0,1,7,0,0,0,0,10,0,https://syddanskuniversitet-sdu-onlinesupport.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,9,1,0,0,0,0,0,16,0,24,4,0,0,0,416,0,5,2,47,0,0,1,0,0,1,7,0,0,0,0,16,0,https://mail-mfagov.weebly.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,33,0,0,0,54,0,1,1,2,0,0,0,0,0,0,13,0,0,0,0,1,0,https://turquoise352607.studio.site/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://my-gvv-gr.web.app/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://my-gvv-gr.firebaseapp.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://gr-app-gvo.web.app/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://gr-app-gvo.firebaseapp.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,16,0,0,4,0,0,13,1,9,15,1,1,0,2604,0,21,7,65,0,0,0,0,0,0,5,1,0,0,0,1,0,https://dappswalletsnode.web.app/,1
1,0,1,0,0,1,0,0,0,0,0,0,16,0,0,4,0,0,13,1,9,15,1,1,0,2604,0,21,7,65,0,0,0,0,0,0,5,1,0,0,0,1,0,https://dappswalletsnode.firebaseapp.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,182,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://aefnyuali.web.app/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,182,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://aefnyuali.firebaseapp.com/,1
1,1,1,0,0,1,1,0,1,0,0,6,3,0,37,5,0,0,1,0,7,12,0,0,0,1436,0,47,2,77,0,0,1,0,0,1,5,0,0,0,0,2,0,https://cloudflare-ipfs.com/ipfs/bafkreibnh7s3l4ymskvdqolwdvofrxrp5os6wvxqb3we4ral2em5a3vy4e,1
1,1,1,0,0,1,1,0,1,0,0,32,1,0,0,0,0,0,2,0,3,33,0,0,0,216,1,4,4,44,0,0,0,0,0,0,3,0,0,0,0,1,0,https://pub-f2a7a6151b8e45fa9c87891a1b3af4cb.r2.dev/new.html?email=z3jlz2zaz21haw5jlmnvbq==/,1
1,1,1,0,0,1,1,0,1,0,0,32,1,0,0,0,0,0,2,0,3,33,0,0,0,216,1,4,4,44,0,0,0,0,0,0,3,0,0,0,0,1,0,https://pub-f2a7a6151b8e45fa9c87891a1b3af4cb.r2.dev/new.html?email=a3rzzwxieubtyxj0aw5wcmluz2xllmnvbq==/,1
1,1,1,0,0,1,1,0,1,0,0,4,2,0,0,0,0,0,1,2,3,47,1,0,0,334,2,7,2,39,0,1,0,0,0,0,3,0,0,0,0,17,0,https://pub-de68d77dfd7e4a40bddea49c6e915110.r2.dev/22.html?G9vSg/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,17,1,0,0,827,0,35,2,77,0,1,0,0,1,0,11,0,0,0,0,0,0,https://flow.page/mybtband,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-mail-106825.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-mail-108996.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-mail-109849.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-service-101632.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-service-106628.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-service-109994.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-yahoo-105897.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,15,0,0,0,80,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://att-yahoo-mail-107090.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://attcom-104298.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://attinc-101667.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://attinc-106863.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,35,0,0,0,149,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQCbuQC5BytUbyvR_IjG610q4Xot6jbuArItVTuXsVlX16NSEiQwxF_AhKstiQoJUo9hZv1QV-530l9/pub?start=true&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://attmail-105397.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://attnet-101599.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://attnet-102913.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://attt-104901.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://attt-106148.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-102681.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-103406.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-103488.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-103583.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-103887.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-104543.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-104761.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-105646.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-106383.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,14,0,0,0,0,63,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-108714.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-109047.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-109919.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,16,0,0,0,81,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://bt-mail-102996.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://bt-mail-106676.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://btinternet-104091.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://btinternet-104722.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://btinternet-104723.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://centrum-102648.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://centrum-105621.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://centrum-106078.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,14,0,0,0,0,63,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://centrum-108200.weeblysite.com/,1
1,1,0,0,1,1,1,1,1,0,0,6,0,0,0,0,0,0,1,3,2,16,0,1,0,120,0,0,1,2,0,0,1,0,1,0,3,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/QmcbhWam1Eb8KVo3tmooZisWMJPtF7t5C9toyAtMvLmE7Q?filename%EF%BF%BDss.html,1
1,1,0,0,1,1,1,1,1,0,0,6,0,0,0,0,0,0,1,3,2,16,0,1,0,120,0,0,1,2,0,0,1,0,1,0,3,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/QmcbhWam1Eb8KVo3tmooZisWMJPtF7t5C9toyAtMvLmE7Q?filename,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://hotmail-105506.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://juno-103455.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://juno-109208.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://juno-webmail-108608.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,24,0,0,0,89,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://login-screen-101293.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,12,0,0,0,77,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://login-screen-101460.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,24,0,0,0,89,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://login-screen-103134.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,24,0,0,0,89,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://login-screen-104654.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,24,0,0,0,89,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://login-screen-105123.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,24,0,0,0,89,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://login-screen-105761.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://login-screen-106729.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,24,0,0,0,89,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://login-screen-108857.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,14,0,0,0,0,63,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://mail-102126.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://mail-102690.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://mail-104344.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://mail-107765.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://mail-109514.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://mail-109544.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://mail-109680.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://mail-109897.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://my-site-101958.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,10,0,0,0,74,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,https://my-site-102623.square.site/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://my-site-103253.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://my-site-107665.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://netzero-webmail-103275.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://netzero-webmail-107812.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://server-103518.square.site/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://server-108240.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://sky-102253.weeblysite.com/,1
1,1,1,0,1,1,0,0,1,0,0,16,2,0,0,0,0,1,7,0,29,4,0,1,0,454,0,6,2,84,0,0,1,0,0,1,7,0,0,0,0,12,1,https://skyu23321101.weebly.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://telstra-101285.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://telstra-102284.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,14,0,0,0,79,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://telstra-104385.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,14,0,0,0,79,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://telstra-104432.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://telstra-107049.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://telstra-107592.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://telstra-107705.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://webmail-101451.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://webmail-102190.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://webmail-102520.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://webmail-103382.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,37,0,0,0,151,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vTJYheaQHjnACT_Z300TarniVUOr4IDvhB4UryC0KA3trIPHQrtRHYN5Z9PwDF6vHVMYjGNfGiqUwmm/pub?start=false&amp;loop=false&amp;delayms=3000&amp;pli=1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,1,0,0,218,0,0,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,http://36c9c93e.36e00f36c88053ca03f275a0.workers.dev/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,451,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://cloudflare-ipfs.com/ipfs/bafkreiffdttx7iclkyvfq6vspsay7ur3ivlg5pyki7lemrqeqw6nt5mnpy,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://cloudflare-ipfs.com/ipfs/bafybeifgkpsuhq4sbwcpc2dniethatdbtv4wm2ijmgq3ccld5nehlsy4va,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,73,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,https://www.scope-it-group.com/wp-admin/user/,1
1,1,1,0,1,1,0,0,1,0,0,12,2,0,0,6,0,0,12,2,11,5,1,0,0,702,1,3,5,24,0,0,1,0,1,1,6,0,0,0,0,2,0,https://ioa.pages.dev/,1
1,1,1,0,0,1,1,1,1,0,0,9,1,0,0,0,0,0,2,0,2,23,0,0,0,740,1,10,8,86,0,0,1,0,0,1,3,0,0,0,0,1,0,https://igiowo1.pages.dev/,1
1,1,0,0,1,1,1,1,1,0,0,7,0,0,0,0,0,1,1,0,15,7,0,0,0,657,0,1,5,22,0,0,0,0,0,0,3,0,0,0,0,3,1,https://pub-f89610a0d5fc46ef83eff97ec7a2c74d.r2.dev/MY%20OWA.html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,44,0,0,0,73,0,1,1,21,0,0,0,0,0,0,16,0,0,1,4,0,0,https://ceinbassprulog.godaddysites.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,1,8,0,23,45,0,0,0,372,0,6,4,47,0,0,1,0,0,1,9,0,0,0,0,11,1,https://ejdgdghskds.weebly.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,30,0,0,0,144,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQ0XXwJ8OfHhUts50aQc6br3ty48nKZWhP6LsX1952hCTeOV9sLdE8uZ1F-RcqwKWs8dN-SGhPeaWaB/pub?start=false&amp;loop=false&amp;delayms=3000,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://pag0cuscatlan.webcindario.com/,1
